synthetic_claim,text,label,speaker,subject,context,conditioning_metadata,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
george h. the media will meanroughly 100 million people who were given to the battlefield.,"george h. the media will meanroughly 100 million people who were given to the battlefield.

[METADATA] speaker: viral image | subject: criminal justice;impeachment;facebook fact-checks | context: a Facebook post",0,viral image,criminal justice;impeachment;facebook fact-checks,a Facebook post,speaker: viral image | subject: criminal justice;impeachment;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
if you couldnt be a medical standardized testcould not be charged during the supreme court.,"if you couldnt be a medical standardized testcould not be charged during the supreme court.

[METADATA] speaker: chain email | subject: legal issues;religion | context: a chain email",0,chain email,legal issues;religion,a chain email,speaker: chain email | subject: legal issues;religion | context: a chain email,0.032967034727334976,0.02747252769768238,0.049450550228357315,0.06043956056237221,0.24175824224948883,0.5879120826721191
joe biden had no pretext toshut down the day who.,"joe biden had no pretext toshut down the day who.

[METADATA] speaker: facebook posts | subject: financial regulation;race and ethnicity | context: a headline shared on Facebook",0,facebook posts,financial regulation;race and ethnicity,a headline shared on Facebook,speaker: facebook posts | subject: financial regulation;race and ethnicity | context: a headline shared on Facebook,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
donald trump says that iran is from its own border.,"donald trump says that iran is from its own border.

[METADATA] speaker: facebook posts | subject: immigration;punditfact | context: a meme",0,facebook posts,immigration;punditfact,a meme,speaker: facebook posts | subject: immigration;punditfact | context: a meme,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"says barack obamas policies have donated(in the u. s. government), they want to be taxed by an air.","says barack obamas policies have donated(in the u. s. government), they want to be taxed by an air.

[METADATA] speaker: jerome r. corsi | subject: candidate biography | context: his book <i>The Obama Nation</i>.",0,jerome r. corsi,candidate biography,his book <i>The Obama Nation</i>.,speaker: jerome r. corsi | subject: candidate biography | context: his book <i>The Obama Nation</i>.,0.0,0.0,0.0,0.0,0.75,0.25
photo shows someone as sayingif we had a gun control laws.,"photo shows someone as sayingif we had a gun control laws.

[METADATA] speaker: tweets | subject: elections | context: a post",0,tweets,elections,a post,speaker: tweets | subject: elections | context: a post,0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
a man who left the clinton foundation: that was ok in iraq.,"a man who left the clinton foundation: that was ok in iraq.

[METADATA] speaker: mitt romney | subject: debates;foreign policy | context: a foreign policy debate",0,mitt romney,debates;foreign policy,a foreign policy debate,speaker: mitt romney | subject: debates;foreign policy | context: a foreign policy debate,0.14903846383094788,0.1586538404226303,0.2788461446762085,0.16826923191547394,0.1538461595773697,0.09134615212678909
an executive orderhas reduced a government - class families with than going to stop making this.,"an executive orderhas reduced a government - class families with than going to stop making this.

[METADATA] speaker: chris christie | subject: taxes | context: remarks on ABC's ""This Week""",0,chris christie,taxes,"remarks on ABC's ""This Week""","speaker: chris christie | subject: taxes | context: remarks on ABC's ""This Week""",0.20192307233810425,0.19230769574642181,0.25961539149284363,0.10576923191547394,0.16346153616905212,0.07692307978868484
says texas department jacksonand gays of (hillary) orourke to the united nations.,"says texas department jacksonand gays of (hillary) orourke to the united nations.

[METADATA] speaker: george p. bush | subject: candidate biography;military | context: a mailer pointed out by challenger Jerry Patterson",0,george p. bush,candidate biography;military,a mailer pointed out by challenger Jerry Patterson,speaker: george p. bush | subject: candidate biography;military | context: a mailer pointed out by challenger Jerry Patterson,0.0,0.1428571492433548,0.1428571492433548,0.1428571492433548,0.5714285969734192,0.0
says that trump gaveour military and what everyone to avoid them.,"says that trump gaveour military and what everyone to avoid them.

[METADATA] speaker: viral image | subject: facebook fact-checks | context: an Instagram post",0,viral image,facebook fact-checks,an Instagram post,speaker: viral image | subject: facebook fact-checks | context: an Instagram post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
79% of coronavirus has now because someone and hospitals will be forced to.,"79% of coronavirus has now because someone and hospitals will be forced to.

[METADATA] speaker: tweets | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post",0,tweets,public health;facebook fact-checks;coronavirus,a Facebook post,speaker: tweets | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post,0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
says democrats and barack obamawon in a new york state legislature to vote.,"says democrats and barack obamawon in a new york state legislature to vote.

[METADATA] speaker: bernie sanders | subject: elections | context: a campaign ad",0,bernie sanders,elections,a campaign ad,speaker: bernie sanders | subject: elections | context: a campaign ad,0.11999999731779099,0.35428571701049805,0.2742857038974762,0.1485714316368103,0.10285714268684387,0.0
bill mccollum would make over $ 1. 5 billion in the country is higher because they can as much.,"bill mccollum would make over $ 1. 5 billion in the country is higher because they can as much.

[METADATA] speaker: future pac (oregon house democrats) | subject: message machine 2012;taxes | context: a campaign ad",0,future pac (oregon house democrats),message machine 2012;taxes,a campaign ad,speaker: future pac (oregon house democrats) | subject: message machine 2012;taxes | context: a campaign ad,0.0,0.0,0.0,0.75,0.0,0.25
ronald reagan saidi brought a single - of to help our economy.,"ronald reagan saidi brought a single - of to help our economy.

[METADATA] speaker: michael steele | subject: campaign finance;transparency | context: an interview on NBC's ""Meet the Press""",0,michael steele,campaign finance;transparency,"an interview on NBC's ""Meet the Press""","speaker: michael steele | subject: campaign finance;transparency | context: an interview on NBC's ""Meet the Press""",0.5,0.0,0.125,0.0,0.125,0.25
the cdc director a cdc will have donatedto the biden administration virus which people.,"the cdc director a cdc will have donatedto the biden administration virus which people.

[METADATA] speaker: missouri house democratic caucus | subject: coronavirus | context: a tweet",0,missouri house democratic caucus,coronavirus,a tweet,speaker: missouri house democratic caucus | subject: coronavirus | context: a tweet,0.0,0.0,0.0,1.0,0.0,0.0
michelle obama told boeing 9 - related vehicles were told to the city hall had a gun sales.,"michelle obama told boeing 9 - related vehicles were told to the city hall had a gun sales.

[METADATA] speaker: penny bernard schaber | subject: environment;water | context: a legislative hearing",0,penny bernard schaber,environment;water,a legislative hearing,speaker: penny bernard schaber | subject: environment;water | context: a legislative hearing,0.0,0.0,0.0,1.0,0.0,0.0
dr. anthony fauci and covid vaccines haveexperimental under a vaccine without unvaccinated.,"dr. anthony fauci and covid vaccines haveexperimental under a vaccine without unvaccinated.

[METADATA] speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,public health;facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
under scott walker arrested a $ 1 million people in the state thatwould be paid for permanent.,"under scott walker arrested a $ 1 million people in the state thatwould be paid for permanent.

[METADATA] speaker: florida stop common core coalition | subject: education;religion | context: a report linked to on a website",0,florida stop common core coalition,education;religion,a report linked to on a website,speaker: florida stop common core coalition | subject: education;religion | context: a report linked to on a website,0.0,0.0,0.5,0.0,0.0,0.5
